species_label,lat,lng,province,city,district,address,year,count
鳄雀鳝,23.81827511414045,108.79264334710047,广西壮族自治区,,,广西壮族自治区,2022,2
鳄雀鳝,32.96486132153154,119.49340941670577,江苏省,,,江苏省,2022,2
鳄雀鳝,27.61158014411382,115.72733881673588,江西省,,,江西省,2022,1
鳄雀鳝,34.15633886910083,112.80482032627762,河南省,平顶山市,汝州市,河南省 平顶山市 汝州市,2022,1
鳄雀鳝,29.182362173122957,120.144261266752,浙江省,,,浙江省,2022,1
鳄雀鳝,27.60668273712699,111.71415132730344,湖南省,,,湖南省,2022,2
鳄雀鳝,26.051721973543824,118.00962802932945,福建省,,,福建省,2022,1
鳄雀鳝,35.66991876487971,96.04125745262873,青海省,,,青海省,2022,1
齐氏罗非鱼,24.97231308028129,101.48812245314876,云南省,,,云南省,,1
齐氏罗非鱼,30.626543552548593,102.69511144026079,四川省,,,四川省,,1
齐氏罗非鱼,23.304812771431603,113.41790595544725,广东省,,,广东省,,1
齐氏罗非鱼,23.81827511414045,108.79264334710047,广西壮族自治区,,,广西壮族自治区,,1
齐氏罗非鱼,31.925232571888543,118.84798461752081,江苏省,南京市,,江苏省 南京市,,1
齐氏罗非鱼,27.61158014411382,115.72733881673588,江西省,,,江西省,,1
齐氏罗非鱼,29.182362173122957,120.144261266752,浙江省,,,浙江省,,1
齐氏罗非鱼,30.973896659164577,112.27555047569828,湖北省,,,湖北省,,1
齐氏罗非鱼,23.304812771431603,113.41790595544725,广东省,,,广东省,1978,1
齐氏罗非鱼,30.60116712749977,104.11510149183577,四川省,成都市,锦江区,四川省 成都市 锦江区,2023,1
齐氏罗非鱼,23.232384269545282,114.50764817755724,广东省,惠州市,,广东省 惠州市,2023,1
齐氏罗非鱼,23.797205710210704,108.9365892318498,广西壮族自治区,来宾市,合山市,广西壮族自治区 来宾市 合山市,2023,1
齐氏罗非鱼,23.851151690696025,109.41647605742035,广西壮族自治区,来宾市,,广西壮族自治区 来宾市,2023,1
齐氏罗非鱼,24.166276979718738,109.22027644318328,广西壮族自治区,柳州市,柳江区,广西壮族自治区 柳州市 柳江区,2023,1
齐氏罗非鱼,24.505637215750866,107.40551332622111,广西壮族自治区,河池市,东兰县,广西壮族自治区 河池市 东兰县,2023,1
齐氏罗非鱼,23.965640150331602,107.705268947227,广西壮族自治区,河池市,大化瑶族自治县,广西壮族自治区 河池市 大化瑶族自治县,2023,1
齐氏罗非鱼,25.012968069843662,106.99117283634911,广西壮族自治区,河池市,天峨县,广西壮族自治区 河池市 天峨县,2023,1
齐氏罗非鱼,24.151947233948082,107.2004818553025,广西壮族自治区,河池市,巴马瑶族自治县,广西壮族自治区 河池市 巴马瑶族自治县,2023,1
齐氏罗非鱼,24.164214438000887,108.11239572334902,广西壮族自治区,河池市,都安瑶族自治县,广西壮族自治区 河池市 都安瑶族自治县,2023,1
齐氏罗非鱼,23.93706973318694,106.49821852312016,广西壮族自治区,百色市,右江区,广西壮族自治区 百色市 右江区,2023,1
齐氏罗非鱼,25.389736634171616,118.13989735808633,福建省,泉州市,永春县,福建省 泉州市 永春县,2023,1
