species_label,gbif_scientific_name,lat,lng,province,region_code,date,dataset
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",26.810579,119.485037,Fujian,CN,2019-11-02T14:58,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",23.4,110.06,,CN,2018-07-04,
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",26.691172,119.526139,Fujian,CN,2018-07-07T05:16,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",26.891004,119.308976,Fujian,CN,2018-07-15T16:29,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",21.923922,101.250048,Yunnan,CN,2018-12-23T16:55,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.21,113.34,,CN,2017-07-14,
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",25.5276,119.2685,Fujian,CN,2016-02-10T14:05,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470362,114.005089,Yuen Long,HK,2026-01-21T11:52:57,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470059,114.004913,Yuen Long,HK,2026-02-16T10:21,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470807,114.005218,Yuen Long,HK,2026-02-16T14:39,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.471801,114.006127,Yuen Long,HK,2025-01-23T12:26:08,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470346,114.004915,Yuen Long,HK,2025-01-23T11:53:37,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470125,114.004882,Yuen Long,HK,2025-01-29T11:30,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.277737,114.161527,Central and Western,HK,2025-01-02T22:49,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.268491,114.194853,Islands,HK,2025-03-27T16:33,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470407,114.005136,Yuen Long,HK,2025-03-26T10:10,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470136,114.004885,Yuen Long,HK,2025-04-03T11:08,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470148,114.004888,Yuen Long,HK,2025-04-03T11:05,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.471175,114.009117,Yuen Long,HK,2025-04-10T14:03:14,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.411752,113.977487,Tuen Mun,HK,2025-04-30T13:22:36,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470299,114.005108,Yuen Long,HK,2025-05-01T13:28:02,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470182,114.004983,Yuen Long,HK,2025-05-01T13:23:30,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.5057,114.110961,North,HK,2025-06-08T09:58,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.47027,114.005102,Yuen Long,HK,2025-08-25T13:52:04,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470221,114.005068,Yuen Long,HK,2025-08-28T15:30:59,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470058,114.006583,Yuen Long,HK,2025-09-28,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.454583,114.136002,Tai Po,HK,2025-10-31T16:47:18,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.513503,114.176796,North,HK,2025-10-25T10:47,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.469398,114.00502,Yuen Long,HK,2025-11-12T15:01:48,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.47167,114.005867,Yuen Long,HK,2025-11-14T14:34:41,iNaturalist research-grade observations
齐氏罗非鱼,"Coptodon zillii (Gervais, 1848)",22.470883,114.005714,Yuen Long,HK,2025-12-21T13:35:47,iNaturalist research-grade observations
